dataset_idx,example_idx,text,possible_scores,score
5,386,"As they are about to leave, Chiun-Hwa's lawyer walks in and asks them if they are Sunny. He reads Chiun-Hwa's will, which bequeathes that Na-Mi will be the leader of Sunny.","[3, 2, 1, 0]",2
5,24,"Bhagwaan angrily confronts Bijli. Devastated, Bijli humbly confesses she lied about working with the police. Bhagwaan strikes her and throws her out of the house … and the whole neighbourhood.","[3, 2, 1, 0]",2
5,440,"Together with Jusa, they go to Lapland where Kata has her summer job. In Jusa's wild company, Pete experiences something which he never felt before as they decide to take a trip to Mombasa via Lapland, together with Kata, as this is the last Jusa's wish before his death.","[3, 2, 1, 0]",0
5,56,"Bhavana constantly uses religion as an excuse to not be intimate with her husband, Diya aspires to be an actress, and Sonia is a lawyer who is obsessed with her cases.","[3, 2, 1, 0]",0
5,78,Chitra decides to marry Karthik for herself and her son. She plans to meet him at the station to express her decision. While returning home she meets her mother-in-law  who at one time opposed the marriage of her son Srikanth with her.,"[3, 2, 1, 0]",1
5,321,"Hades intervenes and shoots Briareos, revealing a personal vendetta against Karl; he is killed by Deunan as she and Briareos make their escape into the sea.","[3, 2, 1, 0]",3
5,81,"Katherine hires private investigator Jack Mize to figure out, only Mize isn't so sure Katherine's version of reality is the truth.","[3, 2, 1, 0]",0
5,405,"As Chrissy is driving away, Corey runs outside to try to make up with her, but she doesn't hear him behind her. An emotionally upset Chrissy arrives back at the Daggers' house, tells her brother she is going back to Indiana, and asks to be driven to the bus station in the morning; she goes upstairs to pack.","[3, 2, 1, 0]",3
5,348,Joe decides to instead pursue his old flame Iris Dawn  just as Miss Healy begins to genuinely fall in love with him.,"[3, 2, 1, 0]",0
5,216,"Since his father dies while in service, Shivan is forced to take up his father's job as a fire service man. He meets Thavamani , a beautiful rustic while on a posting in a village and they fall in love.","[3, 2, 1, 0]",1
5,305,"To avoid the loneliness he buys a Great Dane puppy and tries to meet new girls. When he gets tired of having the dog, he meets Julia . He finds an apartment and gets a job in a plastic surgery clinic.","[3, 2, 1, 0]",2
5,32,"When hostile Indians threaten the farm, the three are forced to escape down the river on Harry's raft. That night they set up camp by the river, and Matt and Kay argue about the wisdom of pursuing Harry.","[3, 2, 1, 0]",3
5,197,Lenny also tricks her into telling him about the child she gave up for adoption. He persuades Linda to quit her profession and even bribes her violent pimp with basketball tickets to let Linda go.,"[3, 2, 1, 0]",1
5,195,"James McGregor receives a fax of a stranger's obituary. The next day, he is arrested and charged with the stranger's murder.","[3, 2, 1, 0]",2
5,239,"They make a deal: Waymon will try to move Bobby to the trainee broker program if he will help him meet Natalie, the girl of his dreams. There's only one problem, everyone will have to change.","[3, 2, 1, 0]",0
5,270,"When Day makes play for her, she spurns his advances, loyal to her fiance, Johnny. When the fiance is framed for a crime committed by one of Day's clients, Day's affection for Celia not only prompts Day to defend Johnny by implicating his client in the crime, but to reconsider his life of getting criminals out of jail sentences.","[3, 2, 1, 0]",0
5,128,"Director Sean Cain  pulls out all the stops in this macabre, character-driven nightmare, a gore-filled love letter to midnight movie fans everywhere.","[3, 2, 1, 0]",1
5,497,"The film concerns Dr. Akagi, a doctor on an island in the Seto Inland Sea area during World War II. He runs into conflict with the military while trying to combat a hepatitis epidemic.","[3, 2, 1, 0]",2
5,283,Thanks to a series of coincidences—not least of which involves a friendly stage magician—the kids become convinced that they have succeeded in emulating Aladdin.,"[3, 2, 1, 0]",2
5,482,"The concluding section of the film ends with a flash-forward to the mid-1960s during the Mao cult and the beginning of the Cultural Revolution. By now, Puyi has become a simple gardener who lives a peasant proletarian existence.","[3, 2, 1, 0]",1
5,5,"Cecilia later finds it in the elevator. The name in the backpack reads ""Natasha Rimsky"". The ceiling, shoddily patched by Veeck, leaks again. At school, Cecilia appears to get into a fight with Natasha, who appears to control her hand while painting.","[3, 2, 1, 0]",3
5,369,It is up to Wishbone and his friends to come to Wanda's rescue.,"[3, 2, 1, 0]",0
5,58,"This little triangle is interrupted by rich girl Joan who cons the good Doc into building a sanitorium for the wealthy with her father's money. Doc is momentarily swayed, but comes to his senses just as a forest fire threatens his original cabins around the warm spring.","[3, 2, 1, 0]",3
5,349,"Rupert's secretary informs Rachel that he has not been in to work, and Rachel reports him missing to the police. Kyle and Lamar are assigned to the case.","[3, 2, 1, 0]",1
5,453,"An amnesiac, ""Step"" Allison , accused of murder searches for the truth with the help of a cabbie, Patty Mitchell .","[3, 2, 1, 0]",1
5,274,"Philip and Alexandria Marcus are a young couple who decide to take a vacation to a friend's house in the Arizona desert to rekindle their passion, only to have their vacation turn into a nightmare when they cross paths with a homicidal ex-con named Randall and his seductive hitchhiking partner/lover Maggie who hold Philip and Alex hostage in their house, thus beginning a web of mind games, deceit and lust among all four involved.","[3, 2, 1, 0]",3
5,384,"Raja's well wisher and tribal leader Mangola  performs the rites on behalf of Pooja's father. To avenge this, Nagender attempts to molest Pooja and beat Raja.","[3, 2, 1, 0]",3
5,136,"After arriving home at a semi-fancy row house, Rod works in his darkroom in the basement developing the photos when his work is interrupted by the appearance of a mysterious black cat, which has apparently been adopted by his live-in girlfriend Annabel.","[3, 2, 1, 0]",3
5,393,"A frog who lives there consoles Tubby; both are treated poorly, as neither is thought to be capable or worthy of a solo. The frog teaches Tubby a melody and the two part ways.","[3, 2, 1, 0]",1
5,328,"After preparing, she arrives at a club, which is not the site of the party--it turns out there was no party at all. When discovering this, Vanessa goes ballistic and takes an overdose of her mother's sleeping pills, but survives and only passes out.","[3, 2, 1, 0]",2
5,174,"Meanwhile the former governess Diana, kidnaps Jacqueline to try to get the banker's money.","[3, 2, 1, 0]",1
5,57,"6. On his third attempt with the rocket, he lights the fuse but it burns quickly and fires successfully out from under him before he could get ready and leaves Wile floating in midair with a cloud of dust blocking his view below.","[3, 2, 1, 0]",3
5,150,"When it is demonstrated that Terr can read Draag script, the leader  is willing to accept Terr into the tribe, but the Wizard is not, and demands a trial by combat – to the death.","[3, 2, 1, 0]",0
5,222,"So this is where their journey begins, where they will find a meaning to their lives, along with other interesting characters on the way.","[3, 2, 1, 0]",0
5,80,"Sapna, a vivacious lady and a successful model, is the only source of love, affection and fun in Abbas's life. Rajveer and Abbas hate each other from the world go.","[3, 2, 1, 0]",1
5,232,"Tensions appear, not only between the couple and the stranger, but also between Daniel and Laura. When Daniel walks away from the vehicle after having an argument with Laura, the stranger seduces Laura and makes love with her.","[3, 2, 1, 0]",2
5,1,"She then comforts the dying Rue with a song. Afterward, she gathers and arranges flowers around Rue's body. When this is televised, it sparks a riot in Rue's District 11.","[3, 2, 1, 0]",3
5,488,"This telefilm describes the meeting between Cambodian restaurateur Bopha , a survivor of the genocide of the Khmer Rouge, and a Vietnamese man named Mihn, a ""boat people"" refugee who drives a taxi at night and works as a deliveryman during the day for his uncle's grocery store.","[3, 2, 1, 0]",3
5,448,"They also hire female singer Mimi, who becomes a fashion icon, but they face their trials when they lose a band member who was killed by fire at the club and forced break-up due to military dictatorship, but Sang-kyu plans to come back for his band members in concert again called Devils Recital.","[3, 2, 1, 0]",2
5,368,"The SBT are trained in close quarters combat, improvised weapons and modern tactical warfare methods by the extremely secretive CSD, the Covert Situations Division of the Swedish Military.","[3, 2, 1, 0]",1
5,134,"Hannah is here, in his mind, strictly to help Zandy and his family run the ranch. Zandy is unaccustomed to the ways of the world and clearly a fish out of water during a visit to San Francisco.","[3, 2, 1, 0]",2
5,256,"They pose as a couple in order to keep the proceedings a secret until the court date. The Cunninghams disapprove of the match, but begin to accept Jake's ""girlfriend"" just as Jake and Brandi are truly becoming a couple.","[3, 2, 1, 0]",0
5,390,"Henery meanwhile is at a pond trying to catch a fish. Foghorn then turns his attention to Henery, who based on advice from the cat is digging for a bone.","[3, 2, 1, 0]",3
5,91,"Rebecca is invited to understudy the famous movie star Simone Harwin , in the play Electra. Although Rebecca's unfulfillment is compounded: despite outshining the Action Star with her own talent, Rebecca is treated as second class, either bullied or ignored by the cast and crew including the director Ian, the stage manager Alison.","[3, 2, 1, 0]",0
5,259,"Ultimately, Duffy receives word of rumors that Weinstein, one of the most powerful producers in Hollywood, has had him blacklisted; Miramax puts the film in turnaround, conference calls are refused, and soon Duffy is without any movie industry contract at all.","[3, 2, 1, 0]",0
5,467,"The hitch is, she is all Thai and he can't converse with her at all. A ray of hope comes his way the next day when Jasmine turns up desperately in need of a doctor.","[3, 2, 1, 0]",0
5,54,"The film escalates into chaos, which ends when Mose bursts, revealing him having been a construction  the whole time. Graveyard Jamboree with Mysterious Mose is a short film made in 1998 by film makers Seamus Walsh and Mark Caballero of Screen Novelties.","[3, 2, 1, 0]",0
5,445,"Competiting with him is Bhanumati's nephew , whose father  too encourages him to chase his cousins, and marry either of them to inherit their property.","[3, 2, 1, 0]",0
5,320,"Suddenly, Diego appears and fights with Will, who kills him. Lucia and Will go to her uncle's apartment but find out that Jean and her hitman Gorman have killed her uncle.","[3, 2, 1, 0]",3
6,152,"In a meeting with Hendrix, Max reluctantly admits to faking his record to get into space. Hendrix defers the matter until their return to Earth. The Asgard then departs for Halcyon, a human colony planet orbiting Nu Pegasi.","[3, 2, 1, 0]",0
6,430,"Saccard is at first unable to get the money to make his initial investments but then his wife falls victim to a terminal illness. Even while she lies dying in the next room, Saccard (in a brilliant scene of breathtaking callousness) is already making arrangements to marry rich girl Renée, who is pregnant and whose family wishes to avoid scandal by offering a huge dowry to any man who will marry her and claim the baby as his own.","[3, 2, 1, 0]",3
6,327,"A man ruined that world by informing the humans that their dreams will shape the world. Enough humans listened to make the vision a reality. Upon waking, the cat undertakes a spiritual quest for justice.","[3, 2, 1, 0]",0
6,259,"Dolores's ""confession"" develops into the story of her life, her troubled marriage, and her relationship with her employer. Unlike many other works by King, there is little focus on the supernatural; the only such event in the book are two telepathic visions, which form a link to King's novel Gerald's Game; although reviewer Sean Piccoli observed the novel otherwise contained ""vintage bone-yard King: the tiny town, the secret lives.","[3, 2, 1, 0]",1
6,311,Needing some of Veda's money to balance the books - and fearing that Wally might target the girl's assets if they are exposed - Mildred goes to her house to confront her.,"[3, 2, 1, 0]",1
6,101,"At the same time the gun falls into the hands of the people on the ground. In the saucer Paul meets a being calling itself Tigerishka. A large, female telepathic feline creature, she initially mistakes Miaow as the intelligent being whose thoughts she can hear, and Paul as a ""monkey"".","[3, 2, 1, 0]",3
6,78,"Merry and Pippin escape into Fangorn Forest, where they are befriended by Treebeard, the oldest of the tree-like Ents. Aragorn, Gimli and Legolas track the hobbits to Fangorn, and encounter Gandalf, resurrected as the significantly more powerful ""Gandalf the White"" after his mutually fatal duel with the Balrog.","[3, 2, 1, 0]",3
6,191,"Still, Emma sees something mysterious in Jane's sudden return to Highbury and imagines that Jane and Miss Campbell's husband, Mr. Dixon, were mutually attracted, and that is why she has come home instead of going to Ireland to visit them.","[3, 2, 1, 0]",0
6,390,"The recounting of Jesus' human and godlike qualities, combined with Biff's earthy debauchery, leads to its all-too-familiar tragic ending, but humorously explains many things: the origins of judo (a pun that is definitely intended), why Jews eat Chinese food on Christmas, and how rabbits became associated with Easter.","[3, 2, 1, 0]",1
6,82,"As he gets drunk, the hotel urges Jack to kill his wife and son. Wendy and Danny get the better of Jack, locking him into the walk-in pantry, but the ghost of Delbert Grady, a former caretaker who murdered his family and then committed suicide, releases him.","[3, 2, 1, 0]",3
6,276,"For example, in her notebook she compares Sport to a ""little old woman"" for his continual worrying about his father. Harriet has given her honest opinion of the world as she sees it and does not mean to be rude.","[3, 2, 1, 0]",1
6,488,"Only there can they hope to sell the pearl for a decent price and finally help Coyotito with the scorpion sting. Kino, Juana, and Coyotito leave in the dark of the night.","[3, 2, 1, 0]",2
6,398,"The same room is also the location of a large ebony clock that ominously clangs at each hour, upon which everyone stops talking or dancing and the orchestra stops playing.","[3, 2, 1, 0]",3
6,472,"Santiago straps the marlin to the side of his skiff and heads home, thinking about the high price the fish will bring him at the market and how many people he will feed.","[3, 2, 1, 0]",3
6,271,"Horace, after discovering this, tells Regina he is going to change his will in favor of their daughter, and also will claim he gave Leo the bonds as a loan, thereby cutting Regina out of the deal completely.","[3, 2, 1, 0]",0
6,470,"Nancy, however, is sympathetic towards Oliver and saves him from beatings by Fagin and Sikes. In a renewed attempt to draw Oliver into a life of crime, Fagin forces him to participate in a burglary.","[3, 2, 1, 0]",0
6,0,Squealer reports that the van was purchased by the hospital and the writing from the previous owner had not been repainted. He recounts a tale of Boxer's death in the hands of the best medical care.,"[3, 2, 1, 0]",2
6,306,"The Kafirs, who were pagans, not Muslims, acclaimed Dravot as a god (the son of Alexander the Great). The Kafirs practiced a form of Masonic ritual and the adventurers knew Masonic secrets that only the oldest priest remembered.","[3, 2, 1, 0]",1
6,165,"As she is being led to the gallows, Quasimodo swings down by the bell rope of Notre Dame and carries her off to the cathedral under the law of sanctuary.","[3, 2, 1, 0]",3
6,250,"Sauron's desire was to destroy the Númenóreans and their proud king with the wrath of the Valar (though not to destroy their kingdom), although he underestimated their power.","[3, 2, 1, 0]",2
6,9,"When Deckard, Batty, and Holden finally clash, Batty's inhuman fighting prowess leads Holden to believe he has been duped all along and that Batty is the sixth replicant; he shoots him.","[3, 2, 1, 0]",3
6,57,"ABC News, for instance, is allegedly under pressure not to air any stories that are overly critical of Disney, its parent company. Other chains, such as Wal-Mart, often threaten to pull various products off of their shelves, forcing manufacturers and publishers to comply with their demands.","[3, 2, 1, 0]",1
6,475,"The struggles of four of John Singer's acquaintances make up the majority of the narrative. They are: Mick Kelly, a tomboyish young girl who loves music and dreams of buying a piano; Jake Blount, an alcoholic labor agitator; Biff Brannon, the observant owner of a diner; and Dr.","[3, 2, 1, 0]",2
6,185,"While the first five parts ""sections"" develop the novel in the present and through use of flash-backs, the novel significantly darkens in chapters 32–41.","[3, 2, 1, 0]",0
